"Gene","Phenotype","Category"
"APOB","23403#VLDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23403#VLDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23403#VLDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23404#Clinical LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23404#Clinical LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23404#Clinical LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23404#Clinical LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23404#Clinical LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23404#Clinical LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23404#NMR Clinical LDL Cholesterol","NMR Metabolomics"
"APOB","23404#NMR Clinical LDL Cholesterol","NMR Metabolomics"
"APOB","23404#NMR Clinical LDL Cholesterol","NMR Metabolomics"
"APOB","23404#NMR Clinical LDL Cholesterol","NMR Metabolomics"
"APOB","23404#NMR Clinical LDL Cholesterol","NMR Metabolomics"
"APOB","23404#NMR Clinical LDL Cholesterol","NMR Metabolomics"
"APOB","23405#LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23405#LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23405#LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23405#LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23405#LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23405#LDL Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23405#NMR LDL Cholesterol","NMR Metabolomics"
"APOB","23405#NMR LDL Cholesterol","NMR Metabolomics"
"APOB","23405#NMR LDL Cholesterol","NMR Metabolomics"
"APOB","23405#NMR LDL Cholesterol","NMR Metabolomics"
"APOB","23405#NMR LDL Cholesterol","NMR Metabolomics"
"APOB","23405#NMR LDL Cholesterol","NMR Metabolomics"
"APOB","23407#NMR Total Triglycerides","NMR Metabolomics"
"APOB","23407#NMR Total Triglycerides","NMR Metabolomics"
"APOB","23407#NMR Total Triglycerides","NMR Metabolomics"
"APOB","23407#NMR Total Triglycerides","NMR Metabolomics"
"APOB","23407#NMR Total Triglycerides","NMR Metabolomics"
"APOB","23407#NMR Total Triglycerides","NMR Metabolomics"
"APOB","23407#Total Triglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23407#Total Triglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23407#Total Triglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23407#Total Triglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23407#Total Triglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23407#Total Triglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23408#NMR Triglycerides in VLDL","NMR Metabolomics"
"APOB","23408#NMR Triglycerides in VLDL","NMR Metabolomics"
"APOB","23408#NMR Triglycerides in VLDL","NMR Metabolomics"
"APOB","23408#NMR Triglycerides in VLDL","NMR Metabolomics"
"APOB","23408#NMR Triglycerides in VLDL","NMR Metabolomics"
"APOB","23408#NMR Triglycerides in VLDL","NMR Metabolomics"
"APOB","23408#Triglycerides in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23408#Triglycerides in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23408#Triglycerides in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23408#Triglycerides in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23408#Triglycerides in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23408#Triglycerides in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23409#NMR Triglycerides in LDL","NMR Metabolomics"
"APOB","23409#NMR Triglycerides in LDL","NMR Metabolomics"
"APOB","23409#NMR Triglycerides in LDL","NMR Metabolomics"
"APOB","23409#NMR Triglycerides in LDL","NMR Metabolomics"
"APOB","23409#NMR Triglycerides in LDL","NMR Metabolomics"
"APOB","23409#NMR Triglycerides in LDL","NMR Metabolomics"
"APOB","23409#NMR Triglycerides in LDL","NMR Metabolomics"
"APOB","23409#Triglycerides in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23409#Triglycerides in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23409#Triglycerides in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23409#Triglycerides in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23409#Triglycerides in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23409#Triglycerides in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23409#Triglycerides in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23410#NMR Triglycerides in HDL","NMR Metabolomics"
"APOB","23410#NMR Triglycerides in HDL","NMR Metabolomics"
"APOB","23410#NMR Triglycerides in HDL","NMR Metabolomics"
"APOB","23410#NMR Triglycerides in HDL","NMR Metabolomics"
"APOB","23410#NMR Triglycerides in HDL","NMR Metabolomics"
"APOB","23410#NMR Triglycerides in HDL","NMR Metabolomics"
"APOB","23410#Triglycerides in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23410#Triglycerides in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23410#Triglycerides in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23410#Triglycerides in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23411#NMR Total Phospholipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23411#NMR Total Phospholipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23411#NMR Total Phospholipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23411#NMR Total Phospholipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23411#NMR Total Phospholipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23411#NMR Total Phospholipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23411#Total Phospholipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23411#Total Phospholipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23411#Total Phospholipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23411#Total Phospholipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23411#Total Phospholipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23411#Total Phospholipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23412#NMR Phospholipids in VLDL","NMR Metabolomics"
"APOB","23412#NMR Phospholipids in VLDL","NMR Metabolomics"
"APOB","23412#NMR Phospholipids in VLDL","NMR Metabolomics"
"APOB","23412#NMR Phospholipids in VLDL","NMR Metabolomics"
"APOB","23412#NMR Phospholipids in VLDL","NMR Metabolomics"
"APOB","23412#NMR Phospholipids in VLDL","NMR Metabolomics"
"APOB","23412#Phospholipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23412#Phospholipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23412#Phospholipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23412#Phospholipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23412#Phospholipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23412#Phospholipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23413#NMR Phospholipids in LDL","NMR Metabolomics"
"APOB","23413#NMR Phospholipids in LDL","NMR Metabolomics"
"APOB","23413#NMR Phospholipids in LDL","NMR Metabolomics"
"APOB","23413#NMR Phospholipids in LDL","NMR Metabolomics"
"APOB","23413#NMR Phospholipids in LDL","NMR Metabolomics"
"APOB","23413#NMR Phospholipids in LDL","NMR Metabolomics"
"APOB","23413#Phospholipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23413#Phospholipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23413#Phospholipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23413#Phospholipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23413#Phospholipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23413#Phospholipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"APOB","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"APOB","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"APOB","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"APOB","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"APOB","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"APOB","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23416#Cholesteryl Esters in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23416#Cholesteryl Esters in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23416#Cholesteryl Esters in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23416#Cholesteryl Esters in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23416#Cholesteryl Esters in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23416#Cholesteryl Esters in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23416#NMR Cholesteryl Esters in VLDL","NMR Metabolomics"
"APOB","23416#NMR Cholesteryl Esters in VLDL","NMR Metabolomics"
"APOB","23416#NMR Cholesteryl Esters in VLDL","NMR Metabolomics"
"APOB","23416#NMR Cholesteryl Esters in VLDL","NMR Metabolomics"
"APOB","23416#NMR Cholesteryl Esters in VLDL","NMR Metabolomics"
"APOB","23416#NMR Cholesteryl Esters in VLDL","NMR Metabolomics"
"APOB","23416#NMR Cholesteryl Esters in VLDL","NMR Metabolomics"
"APOB","23417#Cholesteryl Esters in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23417#Cholesteryl Esters in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23417#Cholesteryl Esters in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23417#Cholesteryl Esters in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23417#Cholesteryl Esters in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23417#Cholesteryl Esters in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23417#NMR Cholesteryl Esters in LDL","NMR Metabolomics"
"APOB","23417#NMR Cholesteryl Esters in LDL","NMR Metabolomics"
"APOB","23417#NMR Cholesteryl Esters in LDL","NMR Metabolomics"
"APOB","23417#NMR Cholesteryl Esters in LDL","NMR Metabolomics"
"APOB","23417#NMR Cholesteryl Esters in LDL","NMR Metabolomics"
"APOB","23417#NMR Cholesteryl Esters in LDL","NMR Metabolomics"
"APOB","23419#NMR Total Free Cholesterol","NMR Metabolomics"
"APOB","23419#NMR Total Free Cholesterol","NMR Metabolomics"
"APOB","23419#NMR Total Free Cholesterol","NMR Metabolomics"
"APOB","23419#NMR Total Free Cholesterol","NMR Metabolomics"
"APOB","23419#NMR Total Free Cholesterol","NMR Metabolomics"
"APOB","23419#NMR Total Free Cholesterol","NMR Metabolomics"
"APOB","23419#Total Free Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23419#Total Free Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23419#Total Free Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23419#Total Free Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23419#Total Free Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23419#Total Free Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23420#Free Cholesterol in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23420#Free Cholesterol in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23420#Free Cholesterol in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23420#Free Cholesterol in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23420#Free Cholesterol in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23420#Free Cholesterol in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23420#NMR Free Cholesterol in VLDL","NMR Metabolomics"
"APOB","23420#NMR Free Cholesterol in VLDL","NMR Metabolomics"
"APOB","23420#NMR Free Cholesterol in VLDL","NMR Metabolomics"
"APOB","23420#NMR Free Cholesterol in VLDL","NMR Metabolomics"
"APOB","23420#NMR Free Cholesterol in VLDL","NMR Metabolomics"
"APOB","23420#NMR Free Cholesterol in VLDL","NMR Metabolomics"
"APOB","23421#Free Cholesterol in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23421#Free Cholesterol in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23421#Free Cholesterol in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23421#Free Cholesterol in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23421#Free Cholesterol in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23421#Free Cholesterol in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23421#NMR Free Cholesterol in LDL","NMR Metabolomics"
"APOB","23421#NMR Free Cholesterol in LDL","NMR Metabolomics"
"APOB","23421#NMR Free Cholesterol in LDL","NMR Metabolomics"
"APOB","23421#NMR Free Cholesterol in LDL","NMR Metabolomics"
"APOB","23421#NMR Free Cholesterol in LDL","NMR Metabolomics"
"APOB","23421#NMR Free Cholesterol in LDL","NMR Metabolomics"
"APOB","23423#NMR Total Lipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23423#NMR Total Lipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23423#NMR Total Lipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23423#NMR Total Lipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23423#NMR Total Lipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23423#NMR Total Lipids in Lipoprotein Particles","NMR Metabolomics"
"APOB","23423#Total Lipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23423#Total Lipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23423#Total Lipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23423#Total Lipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23423#Total Lipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23423#Total Lipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23424#NMR Total Lipids in VLDL","NMR Metabolomics"
"APOB","23424#NMR Total Lipids in VLDL","NMR Metabolomics"
"APOB","23424#NMR Total Lipids in VLDL","NMR Metabolomics"
"APOB","23424#NMR Total Lipids in VLDL","NMR Metabolomics"
"APOB","23424#NMR Total Lipids in VLDL","NMR Metabolomics"
"APOB","23424#NMR Total Lipids in VLDL","NMR Metabolomics"
"APOB","23424#Total Lipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23424#Total Lipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23424#Total Lipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23424#Total Lipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23424#Total Lipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23424#Total Lipids in VLDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23425#NMR Total Lipids in LDL","NMR Metabolomics"
"APOB","23425#NMR Total Lipids in LDL","NMR Metabolomics"
"APOB","23425#NMR Total Lipids in LDL","NMR Metabolomics"
"APOB","23425#NMR Total Lipids in LDL","NMR Metabolomics"
"APOB","23425#NMR Total Lipids in LDL","NMR Metabolomics"
"APOB","23425#NMR Total Lipids in LDL","NMR Metabolomics"
"APOB","23425#Total Lipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23425#Total Lipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23425#Total Lipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23425#Total Lipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23425#Total Lipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23425#Total Lipids in LDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"APOB","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"APOB","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"APOB","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"APOB","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"APOB","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23428#Concentration of VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23428#Concentration of VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23428#Concentration of VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23428#Concentration of VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23428#Concentration of VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23428#Concentration of VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23428#Concentration of VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23428#NMR Concentration of VLDL Particles","NMR Metabolomics"
"APOB","23428#NMR Concentration of VLDL Particles","NMR Metabolomics"
"APOB","23428#NMR Concentration of VLDL Particles","NMR Metabolomics"
"APOB","23428#NMR Concentration of VLDL Particles","NMR Metabolomics"
"APOB","23428#NMR Concentration of VLDL Particles","NMR Metabolomics"
"APOB","23428#NMR Concentration of VLDL Particles","NMR Metabolomics"
"APOB","23428#NMR Concentration of VLDL Particles","NMR Metabolomics"
"APOB","23429#Concentration of LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23429#Concentration of LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23429#Concentration of LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23429#Concentration of LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23429#Concentration of LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23429#Concentration of LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23429#NMR Concentration of LDL Particles","NMR Metabolomics"
"APOB","23429#NMR Concentration of LDL Particles","NMR Metabolomics"
"APOB","23429#NMR Concentration of LDL Particles","NMR Metabolomics"
"APOB","23429#NMR Concentration of LDL Particles","NMR Metabolomics"
"APOB","23429#NMR Concentration of LDL Particles","NMR Metabolomics"
"APOB","23429#NMR Concentration of LDL Particles","NMR Metabolomics"
"APOB","23429#NMR Concentration of LDL Particles","NMR Metabolomics"
"APOB","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"APOB","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"APOB","23431#Average Diameter for VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23431#Average Diameter for VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23431#Average Diameter for VLDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23431#NMR Average Diameter for VLDL Particles","NMR Metabolomics"
"APOB","23431#NMR Average Diameter for VLDL Particles","NMR Metabolomics"
"APOB","23431#NMR Average Diameter for VLDL Particles","NMR Metabolomics"
"APOB","23431#NMR Average Diameter for VLDL Particles","NMR Metabolomics"
"APOB","23432#Average Diameter for LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23432#Average Diameter for LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23432#Average Diameter for LDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23432#NMR Average Diameter for LDL Particles","NMR Metabolomics"
"APOB","23432#NMR Average Diameter for LDL Particles","NMR Metabolomics"
"APOB","23432#NMR Average Diameter for LDL Particles","NMR Metabolomics"
"APOB","23434#NMR Phosphoglycerides","NMR Metabolomics"
"APOB","23434#NMR Phosphoglycerides","NMR Metabolomics"
"APOB","23434#NMR Phosphoglycerides","NMR Metabolomics"
"APOB","23434#NMR Phosphoglycerides","NMR Metabolomics"
"APOB","23434#NMR Phosphoglycerides","NMR Metabolomics"
"APOB","23434#NMR Phosphoglycerides","NMR Metabolomics"
"APOB","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23435#NMR Triglycerides to Phosphoglycerides ratio","NMR Metabolomics"
"APOB","23435#NMR Triglycerides to Phosphoglycerides ratio","NMR Metabolomics"
"APOB","23435#NMR Triglycerides to Phosphoglycerides ratio","NMR Metabolomics"
"APOB","23435#NMR Triglycerides to Phosphoglycerides ratio","NMR Metabolomics"
"APOB","23435#Triglycerides to Phosphoglycerides ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23435#Triglycerides to Phosphoglycerides ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23435#Triglycerides to Phosphoglycerides ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23435#Triglycerides to Phosphoglycerides ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"APOB","23436#NMR Total Cholines","NMR Metabolomics"
"APOB","23436#NMR Total Cholines","NMR Metabolomics"
"APOB","23436#NMR Total Cholines","NMR Metabolomics"
"APOB","23436#NMR Total Cholines","NMR Metabolomics"
"APOB","23436#NMR Total Cholines","NMR Metabolomics"
