"Gene","Phenotype","Category"
"DDX41","130661#Source of report of D70 agranulocytosis","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","40001#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","40001#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","40001#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40006#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"DDX41","40006#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"DDX41","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","40006#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","40006#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","40006#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","40006#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","40006#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","40006#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","40006#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","40006#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","40006#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","40006#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","40011#5#(9590-9999) Hematologic (Leukemias Lymphomas and related disorders)","Chapter II Neoplasms"
"DDX41","40011#5#(9590-9999) Hematologic (Leukemias Lymphomas and related disorders)","Chapter II Neoplasms"
"DDX41","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DDX41","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DDX41","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DDX41","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DDX41","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DDX41","40011#9983#Refractory anemia with excess blasts","Chapter II Neoplasms"
"DDX41","40011#9983#Refractory anemia with excess blasts","Chapter II Neoplasms"
"DDX41","40011#9983#Refractory anemia with excess blasts","Chapter II Neoplasms"
"DDX41","40011#9983#Refractory anemia with excess blasts","Chapter II Neoplasms"
"DDX41","40011#9983#Refractory anemia with excess blasts","Chapter II Neoplasms"
"DDX41","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","41202#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","41202#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","41202#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","41202#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","41202#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","41202#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","41202#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","41202#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","41202#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","41202#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","41202#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","41202#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","41202#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","41202#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","41202#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","41202#D61#Other aplastic anaemias","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","41202#D61#Other aplastic anaemias","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","41202#D619#Aplastic anaemia unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","41202#D619#Aplastic anaemia unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#Block C81-C96#C81-C96 Malignant neoplasms| stated or presumed to be primary| of lymphoid| haematopoietic and related tissue","Chapter II Neoplasms"
"DDX41","union#Block C81-C96#C81-C96 Malignant neoplasms| stated or presumed to be primary| of lymphoid| haematopoietic and related tissue","Chapter II Neoplasms"
"DDX41","union#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DDX41","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DDX41","union#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","union#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","union#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","union#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","union#D46#Myelodysplastic syndromes","Chapter II Neoplasms"
"DDX41","union#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","union#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","union#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","union#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","union#D462#Refractory anaemia with excess of blasts [RAEB]","Chapter II Neoplasms"
"DDX41","union#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","union#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","union#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","union#D469#Myelodysplastic syndrome unspecified","Chapter II Neoplasms"
"DDX41","union#D61#Other aplastic anaemias","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#D61#Other aplastic anaemias","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#D619#Aplastic anaemia unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#D619#Aplastic anaemia unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#D70#Agranulocytosis","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#D70#Agranulocytosis","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DDX41","union#D70#Agranulocytosis","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DNMT3A","131287#Source of report of I10 essential primary hypertension","Chapter IX Diseases of the circulatory system"
"DNMT3A","131287#Source of report of I10 essential primary hypertension","Chapter IX Diseases of the circulatory system"
"DNMT3A","40001#Block C81-C96#C81-C96 Malignant neoplasms| stated or presumed to be primary| of lymphoid| haematopoietic and related tissue","Chapter II Neoplasms"
"DNMT3A","40001#Block C81-C96#C81-C96 Malignant neoplasms| stated or presumed to be primary| of lymphoid| haematopoietic and related tissue","Chapter II Neoplasms"
"DNMT3A","40001#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40001#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40001#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40001#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40001#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40001#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40006#Block C81-C96#C81-C96 Malignant neoplasms| stated or presumed to be primary| of lymphoid| haematopoietic and related tissue","Chapter II Neoplasms"
"DNMT3A","40006#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"DNMT3A","40006#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"DNMT3A","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40006#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40006#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","40006#ChapterII#Chapter II Neoplasms","Chapter II Neoplasms"
"DNMT3A","40006#ChapterII#Chapter II Neoplasms","Chapter II Neoplasms"
"DNMT3A","40006#ChapterII#Chapter II Neoplasms","Chapter II Neoplasms"
"DNMT3A","40011#5#(9590-9999) Hematologic (Leukemias Lymphomas and related disorders)","Chapter II Neoplasms"
"DNMT3A","40011#5#(9590-9999) Hematologic (Leukemias Lymphomas and related disorders)","Chapter II Neoplasms"
"DNMT3A","40011#5#(9590-9999) Hematologic (Leukemias Lymphomas and related disorders)","Chapter II Neoplasms"
"DNMT3A","40011#5#(9590-9999) Hematologic (Leukemias Lymphomas and related disorders)","Chapter II Neoplasms"
"DNMT3A","40011#5#(9590-9999) Hematologic (Leukemias Lymphomas and related disorders)","Chapter II Neoplasms"
"DNMT3A","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DNMT3A","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DNMT3A","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DNMT3A","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DNMT3A","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DNMT3A","40011#9861#Acute myeloid leukemia NOS","Chapter II Neoplasms"
"DNMT3A","40012#1#Uncertain whether benign or malignant","Chapter II Neoplasms"
"DNMT3A","40012#1#Uncertain whether benign or malignant","Chapter II Neoplasms"
"DNMT3A","41202#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DNMT3A","41202#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DNMT3A","41202#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"DNMT3A","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","41202#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","41202#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","union#Block C81-C96#C81-C96 Malignant neoplasms| stated or presumed to be primary| of lymphoid| haematopoietic and related tissue","Chapter II Neoplasms"
"DNMT3A","union#Block C81-C96#C81-C96 Malignant neoplasms| stated or presumed to be primary| of lymphoid| haematopoietic and related tissue","Chapter II Neoplasms"
"DNMT3A","union#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"DNMT3A","union#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"DNMT3A","union#Block I10-I15#I10-I15 Hypertensive diseases","Chapter IX Diseases of the circulatory system"
"DNMT3A","union#Block I10-I15#I10-I15 Hypertensive diseases","Chapter IX Diseases of the circulatory system"
"DNMT3A","union#Block I10-I15#I10-I15 Hypertensive diseases","Chapter IX Diseases of the circulatory system"
"DNMT3A","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","union#C92#Myeloid leukaemia","Chapter II Neoplasms"
"DNMT3A","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","union#C920#Acute myeloblastic leukaemia [AML]","Chapter II Neoplasms"
"DNMT3A","union#Chapter II#Chapter II Neoplasms","Chapter II Neoplasms"
"DNMT3A","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"DNMT3A","union#Chapter IX#Chapter IX Diseases of the circulatory system","Chapter IX Diseases of the circulatory system"
"DNMT3A","union#Chapter IX#Chapter IX Diseases of the circulatory system","Chapter IX Diseases of the circulatory system"
"DNMT3A","union#D489#Neoplasm of uncertain or unknown behaviour: Neoplasm of uncertain or unknown behaviour unspecified","Chapter II Neoplasms"
"DNMT3A","union#D489#Neoplasm of uncertain or unknown behaviour: Neoplasm of uncertain or unknown behaviour unspecified","Chapter II Neoplasms"
"DNMT3A","union#D489#Neoplasm of uncertain or unknown behaviour: Neoplasm of uncertain or unknown behaviour unspecified","Chapter II Neoplasms"
"DNMT3A","union#D489#Neoplasm of uncertain or unknown behaviour: Neoplasm of uncertain or unknown behaviour unspecified","Chapter II Neoplasms"
"DNMT3A","union#I10#Essential (primary) hypertension","Chapter IX Diseases of the circulatory system"
"DNMT3A","union#Z85#Personal history of malignant neoplasm","Chapter XXI Factors influencing health status and contact with health services"
"DSP","131339#Source of report of I42 cardiomyopathy","Chapter IX Diseases of the circulatory system"
"DSP","131339#Source of report of I42 cardiomyopathy","Chapter IX Diseases of the circulatory system"
"DSP","union#I42#Cardiomyopathy","Chapter IX Diseases of the circulatory system"
"DSP","union#I42#Cardiomyopathy","Chapter IX Diseases of the circulatory system"
"DSP","union#I420#Dilated cardiomyopathy","Chapter IX Diseases of the circulatory system"
"DSP","union#I420#Dilated cardiomyopathy","Chapter IX Diseases of the circulatory system"
"EGFL8","131743#Source of report of L40 psoriasis","Chapter XII Diseases of the skin and subcutaneous tissue"
"EGFL8","20002#1453#psoriasis","Chapter XII Diseases of the skin and subcutaneous tissue"
"EGFL8","union#Block L40-L45#L40-L45 Papulosquamous disorders","Chapter XII Diseases of the skin and subcutaneous tissue"
"EGFL8","union#L40#Psoriasis","Chapter XII Diseases of the skin and subcutaneous tissue"
"EGFL8","union#L409#Psoriasis unspecified","Chapter XII Diseases of the skin and subcutaneous tissue"
"ENG","130623#Source of report of D50 iron deficiency anaemia","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","130623#Source of report of D50 iron deficiency anaemia","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","131005#Source of report of G06 intracranial and intraspinal abscess and granuloma","Chapter VI Diseases of the nervous system"
"ENG","131005#Source of report of G06 intracranial and intraspinal abscess and granuloma","Chapter VI Diseases of the nervous system"
"ENG","131313#Source of report of I28 other diseases of pulmonary vessels","Chapter IX Diseases of the circulatory system"
"ENG","131313#Source of report of I28 other diseases of pulmonary vessels","Chapter IX Diseases of the circulatory system"
"ENG","131393#Source of report of I78 diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","131393#Source of report of I78 diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","131393#Source of report of I78 diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","131393#Source of report of I78 diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","131393#Source of report of I78 diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","131393#Source of report of I78 diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","132477#Source of report of Q25 congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132477#Source of report of Q25 congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132477#Source of report of Q25 congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132477#Source of report of Q25 congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132477#Source of report of Q25 congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132477#Source of report of Q25 congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132481#Source of report of Q27 other congenital malformations of peripheral vascular system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132481#Source of report of Q27 other congenital malformations of peripheral vascular system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132481#Source of report of Q27 other congenital malformations of peripheral vascular system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","132481#Source of report of Q27 other congenital malformations of peripheral vascular system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Block I70-I79#I70-I79 Diseases of arteries| arterioles and capillaries","Chapter IX Diseases of the circulatory system"
"ENG","41202#Block I70-I79#I70-I79 Diseases of arteries| arterioles and capillaries","Chapter IX Diseases of the circulatory system"
"ENG","41202#Block Q20-Q28#Q20-Q28 Congenital malformations of the circulatory system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Block Q20-Q28#Q20-Q28 Congenital malformations of the circulatory system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Block Q20-Q28#Q20-Q28 Congenital malformations of the circulatory system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Block Q20-Q28#Q20-Q28 Congenital malformations of the circulatory system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#ChapterXVII#Chapter XVII Congenital malformations| deformations and chromosomal abnormalities","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#ChapterXVII#Chapter XVII Congenital malformations| deformations and chromosomal abnormalities","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#ChapterXVII#Chapter XVII Congenital malformations| deformations and chromosomal abnormalities","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#G060#Intracranial abscess and granuloma","Chapter VI Diseases of the nervous system"
"ENG","41202#G060#Intracranial abscess and granuloma","Chapter VI Diseases of the nervous system"
"ENG","41202#I28#Other diseases of pulmonary vessels","Chapter IX Diseases of the circulatory system"
"ENG","41202#I28#Other diseases of pulmonary vessels","Chapter IX Diseases of the circulatory system"
"ENG","41202#I78#Diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","41202#I78#Diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","41202#I78#Diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","41202#I78#Diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","41202#I78#Diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","41202#I78#Diseases of capillaries","Chapter IX Diseases of the circulatory system"
"ENG","41202#I780#Hereditary haemorrhagic telangiectasia","Chapter IX Diseases of the circulatory system"
"ENG","41202#I780#Hereditary haemorrhagic telangiectasia","Chapter IX Diseases of the circulatory system"
"ENG","41202#I780#Hereditary haemorrhagic telangiectasia","Chapter IX Diseases of the circulatory system"
"ENG","41202#I780#Hereditary haemorrhagic telangiectasia","Chapter IX Diseases of the circulatory system"
"ENG","41202#I780#Hereditary haemorrhagic telangiectasia","Chapter IX Diseases of the circulatory system"
"ENG","41202#I780#Hereditary haemorrhagic telangiectasia","Chapter IX Diseases of the circulatory system"
"ENG","41202#I780#Hereditary haemorrhagic telangiectasia","Chapter IX Diseases of the circulatory system"
"ENG","41202#Q25#Congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q25#Congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q25#Congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q25#Congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q25#Congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q25#Congenital malformations of great arteries","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q27#Other congenital malformations of peripheral vascular system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q27#Other congenital malformations of peripheral vascular system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q273#Peripheral arteriovenous malformation","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q273#Peripheral arteriovenous malformation","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","41202#Q273#Peripheral arteriovenous malformation","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","union#Block D50-D53#D50-D53 Nutritional anaemias","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","union#Block D50-D53#D50-D53 Nutritional anaemias","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","union#Block I70-I79#I70-I79 Diseases of arteries| arterioles and capillaries","Chapter IX Diseases of the circulatory system"
"ENG","union#Block I70-I79#I70-I79 Diseases of arteries| arterioles and capillaries","Chapter IX Diseases of the circulatory system"
"ENG","union#Block Q20-Q28#Q20-Q28 Congenital malformations of the circulatory system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","union#Block Q20-Q28#Q20-Q28 Congenital malformations of the circulatory system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","union#Block Q20-Q28#Q20-Q28 Congenital malformations of the circulatory system","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","union#Chapter XVII#Chapter XVII Congenital malformations| deformations and chromosomal abnormalities","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","union#Chapter XVII#Chapter XVII Congenital malformations| deformations and chromosomal abnormalities","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"ENG","union#D50#Iron deficiency anaemia","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","union#D50#Iron deficiency anaemia","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","union#D509#Iron deficiency anaemia unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","union#D509#Iron deficiency anaemia unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","union#D649#Anaemia unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","union#D649#Anaemia unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"ENG","union#D759#Disease of blood and blood-forming organs unspecified","Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
